Hospital,Average_Billing,Total_Billing,Patient_Count
"Morales, Austin Edwards and",26625.31757025419,26625.31757025419,1
"Morales, Bullock and Soto",10682.700220741875,10682.700220741875,1
"Morales, Howard Perkins and",40650.50648664165,40650.50648664165,1
"Morales, Johnson Gillespie and",32032.8516954148,32032.8516954148,1
"Morales, Johnson and Carlson",44581.153495409606,44581.153495409606,1
"Morales, Newman and Contreras",27734.023055655063,27734.023055655063,1
"Morales, Sawyer and Levy",5933.23986581668,11866.47973163336,2
"Morales, and Gray Winters",13104.501654939477,13104.501654939477,1
"Morales, and Jensen Kim",47647.3200739039,47647.3200739039,1
"Morales, and Mckenzie Griffith",46243.20136443956,46243.20136443956,1
"Morales, and Sheppard Gregory",14504.615705791912,14504.615705791912,1
"Morales, and Thompson Edwards",39764.42824840546,39764.42824840546,1
Morales-Adams,31940.726913629944,31940.726913629944,1
Morales-Anderson,23124.627064907512,46249.254129815024,2
Morales-Ballard,36133.36613440179,36133.36613440179,1
Morales-Barrett,44673.05500597414,44673.05500597414,1
Morales-Bradley,48883.90837378845,48883.90837378845,1
Morales-Briggs,35752.292872537386,35752.292872537386,1
Morales-Brown,19520.35258186464,58561.05774559392,3
Morales-Chambers,24338.895709681798,48677.791419363595,2
Morales-Chandler,5908.410398305686,5908.410398305686,1
Morales-Collier,3163.919329386039,6327.838658772078,2
Morales-Daugherty,45416.53633781158,45416.53633781158,1
Morales-Erickson,34002.18276970809,34002.18276970809,1
Morales-Fitzgerald,12652.873651017768,12652.873651017768,1
Morales-Flynn,38713.486094467735,38713.486094467735,1
Morales-Gonzalez,15074.396861212526,45223.19058363758,3
Morales-Harrell,42863.21469086244,42863.21469086244,1
Morales-Hendricks,46644.31594216652,46644.31594216652,1
Morales-Hernandez,19829.122942586004,19829.122942586004,1
Morales-Ho,43810.04733928988,43810.04733928988,1
Morales-Lee,1574.7083036100755,1574.7083036100755,1
Morales-Martin,17348.84970677216,17348.84970677216,1
Morales-Martinez,44982.79430135701,44982.79430135701,1
Morales-Mendez,22566.95491389853,22566.95491389853,1
Morales-Meyers,46040.783208235705,46040.783208235705,1
Morales-Morrow,46017.24756502633,46017.24756502633,1
Morales-Pacheco,-164.29738731308544,-164.29738731308544,1
Morales-Patel,6500.888262126282,6500.888262126282,1
Morales-Perez,28891.769837021708,57783.539674043415,2
Morales-Reynolds,27816.16857616037,27816.16857616037,1
Morales-Roach,11050.622798932602,11050.622798932602,1
Morales-Roberts,8787.407953495873,8787.407953495873,1
Morales-Rodriguez,38967.47565239531,38967.47565239531,1
Morales-Smith,26415.906034115997,52831.81206823199,2
Morales-Strickland,28877.287625209523,28877.287625209523,1
Morales-Taylor,41002.51192616808,41002.51192616808,1
Morales-Todd,35133.23322298352,35133.23322298352,1
Morales-Weeks,32250.442591340823,32250.442591340823,1
Morales-Williams,18009.0088909302,36018.0177818604,2
Morales-Wright,22020.842581121386,22020.842581121386,1
"Moran Copeland Brown, and",22454.222764033228,44908.445528066455,2
Moran Group,20240.78354255253,40481.56708510506,2
"Moran Hale, Ford and",44925.6943719262,44925.6943719262,1
Moran Inc,33925.61424202591,67851.22848405183,2
Moran Ltd,9406.697265054307,18813.394530108613,2
"Moran Martinez, Ramirez and",32295.86165752234,32295.86165752234,1
Moran PLC,49322.04721444019,49322.04721444019,1
"Moran Smith and Galloway,",42210.38172833133,42210.38172833133,1
"Moran Stewart Lopez, and",893.3987102836338,893.3987102836338,1
"Moran and King, Smith",9832.497786274642,9832.497786274642,1
"Moran, Henderson and Dalton",43674.7668531647,43674.7668531647,1
Moran-Chan,14582.05479549527,14582.05479549527,1
Moran-Daniels,18072.294298628927,18072.294298628927,1
Moran-Gonzalez,28391.97916970692,28391.97916970692,1
Moran-Hudson,18124.789164062207,18124.789164062207,1
Moran-Marks,9581.15821451501,9581.15821451501,1
Moran-Miller,34479.54406593315,34479.54406593315,1
Moran-Murray,6175.263410789968,6175.263410789968,1
Moran-Patton,34637.19885764891,34637.19885764891,1
Moran-Reed,4508.40640015385,4508.40640015385,1
Moran-Snow,2341.109943961342,4682.219887922684,2
"Moreno Barrera, Hicks and",40674.65200791696,40674.65200791696,1
"Moreno Clark and Torres,",13330.476831325825,13330.476831325825,1
"Moreno Dudley, and Johnson",41212.33435014381,41212.33435014381,1
Moreno Group,14826.88823758498,14826.88823758498,1
"Moreno Horton and Vasquez,",29080.876440509397,29080.876440509397,1
Moreno Inc,33631.41766717144,33631.41766717144,1
"Moreno Jones Little, and",19113.505036116072,19113.505036116072,1
Moreno LLC,28847.623125583654,144238.11562791828,5
"Moreno Lopez and Chapman,",3258.179443514589,3258.179443514589,1
Moreno Ltd,17801.967640961746,71207.87056384698,4
"Moreno Murphy, Griffith and",8441.147064424866,8441.147064424866,1
Moreno PLC,25162.64034069834,25162.64034069834,1
"Moreno Rice and Hernandez,",22867.59494037212,22867.59494037212,1
"Moreno Rivas and Oliver,",45056.82320367785,45056.82320367785,1
"Moreno Rodriguez, and Duran",14370.462068523826,14370.462068523826,1
"Moreno Wilkerson and Hicks,",8806.124706113324,8806.124706113324,1
"Moreno Zavala, James and",37978.31153454488,37978.31153454488,1
"Moreno and Guzman, Lane",34670.950842741804,34670.950842741804,1
"Moreno and Holmes, Kirby",7235.355293098956,7235.355293098956,1
"Moreno and Hunt, Gutierrez",8133.867917609218,8133.867917609218,1
"Moreno and Lloyd, Francis",24259.01105379344,48518.02210758688,2
"Moreno and Wade Fry,",37688.56083866263,37688.56083866263,1
"Moreno, Bentley and Terrell",32642.011939243657,32642.011939243657,1
"Moreno, Harrison and Saunders",46432.6852085286,46432.6852085286,1
"Moreno, Turner Owens and",15971.344193570028,31942.688387140057,2
"Moreno, and Adams Perry",10695.85969723501,10695.85969723501,1
Moreno-Carson,12524.708188293313,12524.708188293313,1
Moreno-Glenn,40464.27030803397,40464.27030803397,1
Moreno-Ingram,50361.75684821677,50361.75684821677,1
Moreno-Jackson,3184.308438754175,3184.308438754175,1
Moreno-Lam,17823.12426002735,35646.2485200547,2
Moreno-Mccormick,9562.3685254868,9562.3685254868,1
Moreno-Mcguire,8428.604911231552,16857.209822463105,2
Moreno-Miller,3934.9514678098094,3934.9514678098094,1
Moreno-Miranda,16652.166542989977,16652.166542989977,1
Moreno-Monroe,6929.195539678078,6929.195539678078,1
Moreno-Morgan,51022.227442642405,51022.227442642405,1
Moreno-Nelson,24838.160947414348,24838.160947414348,1
Moreno-Phillips,11921.97611724092,11921.97611724092,1
Moreno-Salazar,5808.403602039013,5808.403602039013,1
Moreno-Suarez,31883.439792371337,31883.439792371337,1
Moreno-Walsh,46240.534084184685,46240.534084184685,1
Moreno-Williams,11317.12597744552,11317.12597744552,1
"Morgan Bonilla Russell, and",23143.512636325333,23143.512636325333,1
"Morgan Fitzgerald, and Olsen",40818.14324867176,40818.14324867176,1
Morgan Group,25869.306128665023,51738.612257330045,2
"Morgan Hendricks, Greene and",31706.86330007528,31706.86330007528,1
"Morgan Hernandez, and Beck",45601.81476244778,91203.62952489556,2
Morgan Inc,27888.822562545683,139444.11281272842,5
Morgan LLC,36267.67739088836,108803.03217266509,3
"Morgan Lee, and Young",16751.424857401405,16751.424857401405,1
"Morgan Lowe Carter, and",30317.23321326837,30317.23321326837,1
Morgan Ltd,30488.913955790973,152444.56977895487,5
"Morgan Marquez and Johnson,",34624.31106866173,34624.31106866173,1
"Morgan Mcintosh, Payne and",12829.244815837292,12829.244815837292,1
"Morgan Nguyen, and Bean",36199.31582868972,36199.31582868972,1
Morgan PLC,2260.437071679291,4520.874143358582,2
"Morgan Rios and Keller,",33861.01863174469,33861.01863174469,1
"Morgan Roberts Roberts, and",24920.985715702303,24920.985715702303,1
"Morgan Sanders and Moore,",28078.74273444498,28078.74273444498,1
"Morgan Sandoval Fleming, and",49408.758738330886,49408.758738330886,1
"Morgan Saunders, Benjamin and",19255.95640921569,19255.95640921569,1
"Morgan Small, Chaney and",34253.07423910473,34253.07423910473,1
"Morgan Stanley, Richard and",34103.14931752317,34103.14931752317,1
"Morgan Thomas, Baker and",31631.4597301076,31631.4597301076,1
"Morgan Walker and Mcneil,",29042.46233897863,29042.46233897863,1
"Morgan Zimmerman, Matthews and",16352.586277940994,16352.586277940994,1
"Morgan and Anderson Page,",44647.41173938672,44647.41173938672,1
"Morgan and Flynn Weiss,",48261.91600991141,48261.91600991141,1
"Morgan and Huff Kelly,",47042.15739570438,47042.15739570438,1
"Morgan and Peters Harper,",43308.28522981028,43308.28522981028,1
"Morgan and Wheeler Roy,",22243.69355735995,22243.69355735995,1
"Morgan and Wilcox Barnett,",47839.77039037178,47839.77039037178,1
"Morgan and Willis, Goodwin",11717.9946066493,11717.9946066493,1
"Morgan and Wilson Stewart,",28870.67867318048,28870.67867318048,1
"Morgan, Garcia and Davis",21210.98980018093,21210.98980018093,1
"Morgan, Holmes and Wiley",41199.788752820576,82399.57750564115,2
"Morgan, Kramer Munoz and",2303.998422756669,2303.998422756669,1
"Morgan, Levy and Mitchell",40744.69476145244,40744.69476145244,1
"Morgan, Lewis Collins and",49186.56996635825,49186.56996635825,1
"Morgan, Martinez and Ho",42048.07617539708,42048.07617539708,1
"Morgan, Miller Mccullough and",12401.80491079988,12401.80491079988,1
"Morgan, Reyes and Anderson",13600.893528227542,13600.893528227542,1
"Morgan, Scott Hart and",18327.82610216701,18327.82610216701,1
"Morgan, Stephenson and Frazier",19950.75547449666,19950.75547449666,1
"Morgan, Thompson Paul and",35401.8856981358,35401.8856981358,1
"Morgan, and Mosley Dodson",1779.214731936203,3558.429463872406,2
Morgan-Allen,15414.250863159836,15414.250863159836,1
Morgan-Bell,15077.89519271646,15077.89519271646,1
Morgan-Brady,34833.800612891726,34833.800612891726,1
Morgan-Burch,31185.163093826992,31185.163093826992,1
Morgan-Cook,17467.52532122462,17467.52532122462,1
Morgan-Diaz,44614.271258369175,44614.271258369175,1
Morgan-Dickson,16313.074039260711,16313.074039260711,1
Morgan-Elliott,31952.448815857548,63904.897631715095,2
Morgan-Erickson,2493.195628447642,2493.195628447642,1
Morgan-Garrett,46270.56420143489,46270.56420143489,1
Morgan-George,45984.43751807898,45984.43751807898,1
Morgan-Gillespie,21772.0924152367,21772.0924152367,1
Morgan-Green,8048.727660459233,16097.455320918467,2
Morgan-Greene,33785.58717443989,33785.58717443989,1
Morgan-Griffin,14866.149978226975,29732.29995645395,2
Morgan-Hancock,12442.869538346704,12442.869538346704,1
Morgan-Hayes,17271.79598868651,17271.79598868651,1
Morgan-Higgins,35968.65645947622,71937.31291895243,2
Morgan-Hurley,25149.65209992507,25149.65209992507,1
Morgan-King,19014.016387425327,19014.016387425327,1
Morgan-Lee,23688.570550626733,47377.141101253466,2
Morgan-Mills,25110.34991256325,25110.34991256325,1
Morgan-Moreno,44026.01424308732,44026.01424308732,1
Morgan-Norris,26065.697190772604,26065.697190772604,1
Morgan-Obrien,44653.28998183689,44653.28998183689,1
Morgan-Olson,10558.411527940629,10558.411527940629,1
Morgan-Patterson,41111.77802160251,41111.77802160251,1
Morgan-Perez,5844.077673364279,5844.077673364279,1
Morgan-Randall,27885.675616807224,27885.675616807224,1
Morgan-Ryan,29675.172344565963,29675.172344565963,1
Morgan-Simmons,27418.52656867735,27418.52656867735,1
Morgan-Simpson,31048.709906014443,31048.709906014443,1
Morgan-Taylor,46872.28123024479,46872.28123024479,1
Morgan-Todd,28636.555402825827,28636.555402825827,1
Morgan-Velez,25122.405253840458,25122.405253840458,1
Morgan-Walker,14437.141787826902,14437.141787826902,1
Morgan-Wells,5158.369646111537,5158.369646111537,1
Morgan-Williams,12366.456699577491,24732.913399154982,2
Morgan-Wilson,29386.1964580077,29386.1964580077,1
Morgan-Young,44411.12452708084,44411.12452708084,1
"Morris Barnes, and Rowe",7605.604430260992,7605.604430260992,1
"Morris Burch and Garcia,",2874.562625529799,2874.562625529799,1
"Morris Collins, and Roman",28734.299046929154,28734.299046929154,1
"Morris Cook Evans, and",25944.01950944045,25944.01950944045,1
"Morris Davis, and Smith",4565.810814339862,4565.810814339862,1
"Morris Fernandez, Kennedy and",30474.82749805625,30474.82749805625,1
"Morris Garza and Cole,",28195.777958645205,28195.777958645205,1
Morris Group,22546.737913925168,90186.95165570067,4
"Morris Howard, and David",3325.8229633453866,3325.8229633453866,1
"Morris Hunt Esparza, and",50070.9266609088,50070.9266609088,1
Morris Inc,17139.396448354426,85696.98224177213,5
"Morris Johnson Taylor, and",45397.821026255086,45397.821026255086,1
"Morris Kerr Stanley, and",47690.32990745844,47690.32990745844,1
"Morris Lewis, and Fletcher",19410.964441424472,19410.964441424472,1
Morris Ltd,24062.105119165368,72186.3153574961,3
"Morris Morris and Reynolds,",47488.88355982987,94977.76711965974,2
Morris PLC,12317.51829063823,12317.51829063823,1
"Morris Parks, Marshall and",4078.841651931194,4078.841651931194,1
"Morris Preston, and Cohen",13231.647454015314,13231.647454015314,1
"Morris Ray Aguirre, and",11035.638522181976,11035.638522181976,1
"Morris Robinson and Manning,",4613.639790878749,4613.639790878749,1
"Morris Robles and Weber,",20711.383494065096,20711.383494065096,1
"Morris Santana, Zimmerman and",32991.87331317293,32991.87331317293,1
"Morris Wheeler, Burns and",19421.42067889532,19421.42067889532,1
"Morris Williams and Ruiz,",5473.241047907251,5473.241047907251,1
"Morris and Drake Wilson,",27884.10791959397,27884.10791959397,1
"Morris and Kirk Williams,",12338.3934843179,12338.3934843179,1
"Morris and Patrick, Johnson",47355.06719513669,47355.06719513669,1
Morris and Sons,18677.743463345498,93388.71731672749,5
"Morris and Spencer, Gray",31039.91322272576,31039.91322272576,1
"Morris and Turner Wilson,",25673.07574926017,25673.07574926017,1
"Morris, Anderson and Johnson",13541.268255397554,27082.536510795107,2
"Morris, Charles and Huffman",18360.30733824966,36720.61467649932,2
"Morris, Gallegos and Harrison",22303.346230419316,44606.69246083863,2
"Morris, Hughes Hicks and",27603.4377633732,27603.4377633732,1
"Morris, Johnson and Reyes",18648.104616161465,18648.104616161465,1
"Morris, Johnson and Soto",15774.781351578711,15774.781351578711,1
"Morris, Moore and Richardson",30246.5138373132,30246.5138373132,1
"Morris, Norris Rodriguez and",43718.073973348655,43718.073973348655,1
"Morris, Reeves and Chavez",10973.877830215826,10973.877830215826,1
"Morris, Rivera and Moore",13087.07686435354,13087.07686435354,1
"Morris, Roberts and Castillo",18496.192255923383,18496.192255923383,1
"Morris, Romero and White",4947.920391742991,9895.840783485983,2
"Morris, Smith Carter and",10618.868707139933,10618.868707139933,1
"Morris, Smith and Duncan",51119.45300922629,51119.45300922629,1
"Morris, White and Davis",22323.55890717319,22323.55890717319,1
"Morris, and Harrison Solomon",36223.67837752191,36223.67837752191,1
"Morris, and Jones Lopez",5489.776192346335,5489.776192346335,1
"Morris, and Kelly Hayes",37885.640346215245,75771.28069243049,2
"Morris, and Perez Robinson",51122.13101278357,51122.13101278357,1
Morris-Arellano,40701.599227308754,40701.599227308754,1
Morris-Brady,20291.35934434915,20291.35934434915,1
Morris-Bush,2931.0002580536625,2931.0002580536625,1
Morris-Calderon,24904.055218469028,24904.055218469028,1
Morris-Campbell,12073.067265369198,12073.067265369198,1
Morris-Carr,19964.49538400832,19964.49538400832,1
Morris-Crawford,39504.56000155567,39504.56000155567,1
Morris-Daniels,14490.8597692272,14490.8597692272,1
Morris-Dixon,36267.91305029607,36267.91305029607,1
Morris-Fisher,2734.394505517206,2734.394505517206,1
Morris-Fox,2250.826534626081,2250.826534626081,1
Morris-Franklin,20909.583198974204,20909.583198974204,1
Morris-Fuller,16519.72770831237,16519.72770831237,1
Morris-Gardner,25941.061659646424,25941.061659646424,1
Morris-Gonzales,2824.2451986972783,2824.2451986972783,1
Morris-Griffin,28479.941867894348,56959.883735788695,2
Morris-James,41886.85656691021,41886.85656691021,1
Morris-Johnson,47162.86828185461,47162.86828185461,1
Morris-Jones,17637.41801975232,17637.41801975232,1
Morris-Jordan,4830.930036653492,4830.930036653492,1
Morris-Kirby,29655.92961187424,29655.92961187424,1
Morris-Mann,40208.12292401753,40208.12292401753,1
Morris-Marquez,27257.34623146,54514.69246292,2
Morris-Moreno,20000.37043836054,40000.74087672108,2
Morris-Morgan,41504.55359517414,41504.55359517414,1
Morris-Noble,20887.98829346051,41775.97658692102,2
Morris-Oconnell,2306.022163255096,2306.022163255096,1
Morris-Parrish,25674.7353647938,25674.7353647938,1
Morris-Perez,29947.30322785048,59894.60645570096,2
Morris-Reed,42317.60527384111,42317.60527384111,1
Morris-Robinson,25398.83606903615,25398.83606903615,1
Morris-Rogers,17025.054585583563,17025.054585583563,1
Morris-Rowe,35624.96549525986,35624.96549525986,1
Morris-Schultz,17333.76290818915,34667.5258163783,2
Morris-Smith,15636.249848975629,31272.499697951258,2
Morris-Snyder,10597.598544716036,10597.598544716036,1
Morris-Stokes,11209.23624397116,11209.23624397116,1
Morris-Taylor,9629.32373734053,9629.32373734053,1
Morris-Walker,41191.25130541273,41191.25130541273,1
Morris-Walsh,32880.575881650075,65761.15176330015,2
Morris-Welch,11298.853886350373,11298.853886350373,1
Morris-Williams,29696.67444613112,29696.67444613112,1
"Morrison Espinoza Roberts, and",39156.102600032784,39156.102600032784,1
Morrison Group,21880.24133519829,21880.24133519829,1
Morrison Inc,13937.835251599283,41813.50575479785,3
"Morrison Miller and Jones,",45213.14232037868,45213.14232037868,1
"Morrison Russell, Lewis and",9236.99513194964,18473.99026389928,2
